1.3.3	1.0.0	Cartesian	Item				A coordinate system in which the position of a point is determined by its distance from two or three mutually perpendicular axes.
1.3.3	1.0.0	Catalog	Container				A tabular listing of events or observational notes, especially those that have utility in aiding a user in locating data. Catalogues include lists of events, files in a product, and data availability.
1.3.3	1.0.0	Caveats	Text				Information which may be important in the avoidance of misuse of the resource. This includes things such as instrument maladies, corruption or contamination.
1.3.3	1.0.0	CDF	Item				Common Data Format (CDF). A binary storage format developed at Goddard Space Flight Center (GSFC).
1.3.3	1.0.0	CEF	Item				Cluster Exchange Format (CEF) is a self-documenting ASCII format designed for the exchange of data. There are two versions of CEF which are not totally compatible.
1.3.3	1.0.0	CEF 1	Item				Cluster Exchange Format (CEF), version 1, is a self-documenting ASCII format designed for the exchange of data. The metadata contains information compatible with the ISTP recommendations for CDF.
1.3.3	1.0.0	CEF 2	Item				Cluster Exchange Format (CEF), version 2, is a self-documenting ASCII format designed for the exchange of data and introduced for Cluster Active Archive. Compared to version 1, the metadata description of vectors and tensors is different.
1.3.3	1.0.0	CGM	Item				Corrected Geomagnetic - A coordinate system from a spatial point with GEO radial distance and geomagnetic latitude and longitude, follow the epoch-appropriate IGRF/DGRF model field vector through to the point where the field line crosses the geomagnetic dipole equatorial plane. Then trace the dipole magnetic field vector Earthward from that point on the equatorial plane, in the same hemisphere as the original point, until the initial radial distance is reached. Designate the dipole latitude and longitude at that point as the CGM latitude and longitude of the original point. See <http://nssdc.gsfc.nasa.gov/space/cgm/cgmm_des.html>
1.3.3	1.0.0	Channeltron	Item				An instrument that detects electrons, ions, and UV-radiation, according to the principle of a secondary emission multiplier. It is typically used in electron spectroscopy and mass spectrometry.
1.3.3	1.2.1	Characteristic	Item				A quanity which can be easily identified and measured in a given environment.
1.3.3	1.2.0	Checksum	Container				A computed value that is dependent upon the contents of a digital data object. Primarily used to check whether errors or alterations have occurred during the transmission or storage of a data object.
1.3.3	1.0.0	Chromosphere	Item				The region of the Sun's (or a star's) atmosphere above the temperature minimum and below the Transition Region.  The solar chromosphere is approximately 400 km to 2100 km above the photosphere, and characterized by temperatures from 4500 - 28000 K.
1.3.3	1.0.0	Circular	Item				Relative to polarization, right-hand circularly polarized light is defined such that the electric field is rotating clockwise as seen by an observer towards whom the wave is moving. Left-hand circularly polarized light is defined such that the electric field is rotating counterclockwise as seen by an observer towards whom the wave is moving. The polarization of magnetohydrodynamic waves is specified with respect to the ambient mean magnetic field : right-hand polarized waves have a transverse electric field component which turns in a right-handed sense (that of the gyrating electrons) around the magnetic field.
1.3.3	1.0.0	Co-Investigator	Item				An individual who is a scientific peer and major participant for an investigation.
1.3.3	1.2.0	Comet	Item				A relatively small extraterrestrial body consisting of a frozen mass that travels around the sun in a highly elliptical orbit.
1.3.3	1.0.0	Component	Enumeration	Component			A part of a multi-part entity, e.g., the components of a vector.
1.3.3	1.0.0	Contact	Container				The person or organization who may be able to provide special assistance or serve as a channel for communication for additional information about a resource.
1.3.3	1.3.0	Contributor	Item				An entity responsible for making contributions to the content of the resource.
1.3.3	1.0.0	Coordinate Representation	Enumeration	Coordinate Representation			The method or form for specifying a given point in a given coordinate system
1.3.3	1.0.0	Coordinate System	Container				Specification of the origin and orientation of axes against which the location of some point is given and the representative form of each point.
1.3.3	1.0.0	Coordinate System Name	Enumeration	Coordinate System Name			Identifies the coordinate system in which the position, direction or observation has been expressed.
1.3.3	1.0.0	Corona	Item				The outermost atmospheric region of the Sun or a star, characterized by ionization temperatures above 10^5 K.  The solar corona starts at about 2100 km above the photosphere; there is no generally defined upper limit.
1.3.3	1.3.0	Coronal Hole	Item				An extended region of the corona, exceptionally low in density and associated with unipolar photospheric regions. A coronal hole can be an "open" magnetic field in the corona and (perhaps) inner heliosphere which has a faster than average outflow (wind); A region of lower than "quiet" ion and electron density in the corona; or a region of lower peak electron temperature in the corona than in the "quiet" corona.
1.3.3	1.0.0	Coronal Mass Ejection	Item				A solar event which involves a burst of plasma which is ejected from the Sun into the interplanetary medium.
1.3.3	1.2.1	Coronograph	Item				An instrument which can image things very close to the Sun by using a disk to block the Sun's bright surface which reveals the faint solar corona and other celetrial objects.
1.3.3	1.3.1	Count Rate	Item				The number of events per unit time.
1.3.3	1.0.0	Counts	Item				An enumeration of the number of detection events occurring in a particle detector per unit time or over detector accumulation times.
1.3.3	1.0.0	Cross Spectrum	Item				The Fourier transform of the cross correlation of two physical or empirical observations.
1.3.3	1.2.1	Current	Item				The flow of electrons through a conductor caused by a potential difference.
1.3.3	1.0.0	Cylindrical	Item				A system of curvilinear coordinates in which the position of a point in space is determined by its perpendicular distance from a given line, its distance from a selected reference plane perpendicular to this line, and its angular distance from a selected reference line when projected onto this plane.
1.3.3	1.2.0	D-Region	Item				The layer of the ionosphere that exists approximately 50 to 95 km above the surface of the Earth.  One of several layers in the ionosphere.
1.3.3	1.3.1	Data	Item				A collection of organized information, usually the results of experience, observation or experiment, or a set of premises. This may consist of numbers, words, or images, particularly as measurements or observations of a set of variables. 
1.3.3	1.2.0	Data Extent	Container				The area of storage in a file system required to store the contents of a resource. The data extent is expressed in unitized bytes.
1.3.3	1.0.0	Data Producer	Item				An individual who generated the resource and is familiar with its provenance.
1.3.3	1.2.0	Deputy-PI	Item				An individual who is an administrative or scientific leader for an investigation operting under the supervision of a Princial Investigator.
1.3.3	1.3.3	Derived From	Item				A transformed or altered version of a resource instance.
1.3.3	1.0.0	Description	Text				A detailed description of the resource which should include discussions of the main quantities in the resource, possible uses and search terms. A description should also include whether any corrections (i.e, geometry, inertial) have been applied to it.
1.3.3	1.0.0	Deviation	Item				The difference between an observed value and the expected value of a quantity.
1.3.3	1.1.0	Differential	Item				A flux measurement within a given energy and solid-angle range.
1.3.3	1.0.0	Display Cadence	Duration				The time interval between the successive display elements.
1.3.3	1.0.0	Display Data	Container				A graphical representation of data wherein the underlying numeric values are not (readily) accessible for analysis.. Examples are line plots and spectrograms.
1.3.3	1.3.1	Display Type	Enumeration	Display Type			The general styling or type of plot that is suitable for the variable.
1.3.3	1.0.0	DM	Item				Dipole Meridian - A coordinate system centered at the observation point. Z axis is parallel to the Earth's dipole axis, positive northward. X is in the plane defined by Z and the line linking the observation point with the Earth's center. Y is positive eastward. See <http://cdpp.cnes.fr/00428.pdf>
1.3.3	1.3.0	Document	Container				A set of information designed and presented as an individual entity. A document may contain plain or formatted text, inlined graphics, sound, other multimedia data, or hypermedia references. Some examples of documents include a paper, letter, book, user guide, map, drawing, photograph, or image.
1.3.3	1.3.0	Document Type	Enumeration	Document Type			A characterization of the content or purpose of a document.
1.3.3	1.0.0	Dopplergram	Item				A map or image depicting the spatial distribution of line-of-sight velocities of the observed object.
1.3.3	1.0.0	Double Sphere	Item				A dipole antenna of which the active (sensor) elements are small spheres located at the ends of two wires deployed in the equatorial plane, on opposite sides of a spinning spacecraft.
1.3.3	1.0.0	Dust	Item				Free microscopic particles of solid material.
1.3.3	1.3.1	Dust Detector	Item				An instrument which determines the mass and speed of ambient dust particles.
1.3.3	1.2.0	E-Region	Item				A layer of ionised gas occurring at 90-150km above the ground. One of several layers in the ionosphere. Also called the The Kennelly-Heaviside layer.
1.3.3	1.1.0	Earth	Enumeration	Earth			The third planet from the sun in our solar system.
1.3.3	1.3.0	EIT Wave	Item				A wave in the corona of the Sun which produce shock waves on the Sun’s chromosphere (Moreton Waves). EIT Waves are produced by large solar flare and expand outward at about 1,000 km/s. It usually appears as a slowly moving diffuse arc of brightening in H-alpha, and may travel for several hundred thousand km.
1.3.3	1.0.0	Electric	Item				The physical attribute that exerts an electrical force.
1.3.3	1.0.0	Electric Field	Item				Measurements of electric field vectors (sometimes not all components) as a time series.
1.3.3	1.3.0	Electromagnetic	Item				The physical attribute that is or is caused by a mutual interaction of electric and magnetic fields.
1.3.3	1.0.0	Electron	Item				An elementary particle consisting of a charge of negative electricity equal to about 1.602 x 10**(-19) Coulomb and having a mass when at rest of about 9.109534 x 10**(-28) gram.
1.3.3	1.0.0	Electron Drift Instrument	Item				An active experiment to measure the electron drift velocity based on sensing the displacement of a weak beam of electrons after one gyration in the ambient magnetic field.
1.3.3	1.0.0	Electrostatic Analyser	Item				An instrument which uses charged plates to analyze the mass, charge and kinetic energies of charged particles which enter the instrument.
1.3.3	1.2.0	Element	Container				A component or indiviual unit of a multiple value quantity such as an array or vector.
1.3.3	1.2.0	Elevation	Numeric				The distance in meters above (positive) or below (negative) the "zero elevation" defined by the World Geodetic System reference frame (WGS84).
1.3.3	1.0.0	Email	Text				The electronic address at which the individual may be contacted expressed in the form "local-part@domain".
1.3.3	1.0.0	Emissivity	Item				The ratio of radiant energy from a material to that from a blackbody at the same kinetic temperature
1.3.3	1.0.0	Encoding	Enumeration	Encoding			A set of unambiguous rules that establishes the representation of information within a file.
1.3.3	1.0.0	Energetic Particle Instrument	Item				An instrument that measures fluxes of charged particles as a function of time, direction of motion, mass, charge and/or species.
1.3.3	1.0.0	Energetic Particles	Item				Pieces of matter that are moving very fast. Energetic particles include protons, electrons, neutrons, neutrinos, the nuclei of atoms, and other sub-atomic particles.
1.3.3	1.0.0	Energetic Solar Particle Event	Item				An enhancement of interplanetary fluxes of energetic ions accelerated by interplanetary shocks and/or solar flares.
1.3.3	1.0.0	Energy	Item				The capacity for doing work as measured by the capability of doing work (potential energy) or the conversion of this capability to motion (kinetic energy)
1.3.3	1.2.1	Energy Density	Item				The amount of energy per unit volume.
1.3.3	1.2.1	Energy Flux	Item				The amount of energy passing through a unit area in a unit time.
1.3.3	1.1.0	Energy Range	Container				The minimum and maximum energy values of the particles represented by a given "physical parameter" description.
1.3.3	1.2.0	Ephemeris	Item				The spatial coordinates of a body as a function of time. When used as an Instrument Type it represents the process or methods used to generate spatial coordinates.
1.3.3	1.2.0	Equatorial Region	Item				A region centered on the equator and limited in latitude by approximately 23 degrees north and south of the equator.
1.3.3	1.0.0	Equivalent Width	Item				The area of the spectral line profile divided by the peak height or depth.
1.3.3	1.2.0	Expiration Date	DateTime				The date and time when a resource is no longer available. If the Expiration Date is specified then it indicates that resource should not be made available after that time. However, this is only advisory and in practice a resource description should be unpublished to eliminate access to a resource.
1.3.3	1.0.0	Exposure	Duration				The time interval over which an individual measurement is taken.
1.3.3	1.2.0	Extension	Text				A container of other metadata which is not part of the SPASE data model. The contents of this element are defined by individual usage. The organization and content are constrained by the implementation. For example, in an XML representation of the SPASE metadata the content must conform to the XML specications.
1.3.3	1.2.1	Extreme Ultraviolet	Item				A spectrum with a wavelength range of 10.0 nm to 125.0nm. VSO nickname: EUV image with a range of of 10.0 nm to 125.0 nm
1.3.3	1.2.0	F-Region	Item				A layer that contains ionized gases at a height of around 150–800 km above sea level, placing it in the thermosphere. the F region has the highest concentration of free electrons and ions anywhere in the atmosphere. It may be thought of as comprising two layers, the F1-and F2-layers.  One of several layers in the ionosphere. Also known as the Appleton layer.
1.3.3	1.0.0	Faraday Cup	Item				An instrument consisting of an electrode from which electrical current is measured while a charged particle beam (electrons or ions) impinges on it. Used to determine energy spectrum and sometimes ion composition of the impinging particles.
1.3.3	1.2.1	Fax Number	Text				The symbols and numerals required to send a facsimile (FAX) to an individual by telephone. The string may contain punctuation marks such as dash (-) or dot (.) to separate fields within the string.
1.3.3	1.0.0	Field	Container				The space around a radiating body within which its electromagnetic attributes can exert force on another similar body that is not in direct contact.
1.3.3	1.1.0	Field Quantity	Enumeration	Field Quantity			The physical attribute of the field.
1.3.3	1.2.0	Fill Value	Text				A value that indidicates that a qunatity is undefined.
1.3.3	1.0.0	Fit	Item				Values that make an model agree with the data.
1.3.3	1.0.0	FITS	Item				Flexible Image Transport System (FITS) is a digital format primarily designed to store scientific data sets consisting of multi-dimensional arrays (1-D spectra, 2-D images or 3-D data cubes) and 2-dimensional tables containing rows and columns of data.
1.3.3	1.2.1	Flow Speed	Item				The rate at which particles or energy is passing through a unit area in a unit time.
1.3.3	1.3.1	Flow Velocity	Item				The volume of matter passing through a unit area perpendicular to the direction of flow in a unit of time.
1.3.3	1.0.0	Flux Feedback	Item				A search coil whose bandwidth and signal/noise ratio are increased by the application of negative feedback at the sensor (flux) level by driving a collocated coil with a signal from the preamplifier.
1.3.3	1.0.0	Forbush Decrease	Item				A rapid decrease in the observed galactic cosmic ray intensity following the passage of an outwardly convecting interplanetary magnetic field disturbance, such as those associated with large CME's, that sweep some galactic cosmic rays away from Earth.
1.3.3	1.0.0	Format	Enumeration	Format			The organization of data according to preset specifications. The value is selected from a list of accepted names for known, well documented formats.
1.3.3	1.0.0	Fourier Transform Spectrograph	Item				An instrument that determines the spectra of a radiative source, using time-domain measurements and a Fourier transform.
1.3.3	1.1.0	Frequency Range	Container				The range of possible values for the observed frequency.
1.3.3	1.0.0	Gamma Rays	Item				Photons with a wavelength range: 0.00001 to 0.001 nm
1.3.3	1.0.0	GEI	Item				Geocentric Equatorial Inertial - A coordinate system where the Z axis is along Earth's spin vector, positive northward. X axis points towards the first point of Aries (from the Earth towards the Sun at the vernal equinox). See Russell, 1971
1.3.3	1.2.1	Geiger-Mueller Tube	Item				An instrument which measures density of ionizing radiation based on interactions with a gas.
1.3.3	1.0.0	General Contact	Item				An individual who can provide information on a range of subjects or who can direct you to a domain expert.
1.3.3	1.0.0	GEO	Item				Geographic - geocentric corotating - A coordinate system where the Z axis is along Earth's spin vector, positive northward. X axis lies in Greenwich meridian, positive towards Greenwich. See Russell, 1971.
1.3.3	1.0.0	Geomagnetic Storm	Item				A magnetospheric disturbance typically defined by variations in the horizontal component of the Earth's surface magnetic field.  The variation typically starts with a field enhancement associated with a solar wind pressure pulse and continues with a field depression associated with an enhancement of the diamagnetic magnetospheric ring current.
1.3.3	1.0.0	GIF	Item				Graphic Interchange Format (GIF) first introduced in 1987 by CompuServe. GIF uses LZW compression and images are limited to 256 colours.
1.3.3	1.1.0	Granule	Container				An accessible portion of another resource. A Granule may be composed of one or more physical pieces (files) which are considered inseperable. For example, a data storage format that maintains metadata and binary data in seperate, but tightly coupled files. Granules should not be used to group files that have simple relationships or which are associated through a parent resource. For example, each file containing a time interval data for a Numerical Data resource would each be considered a Granule. The ParentID of a Granule resource must be a NumericalData resource. The attributes of a Granule supersede the corresponding attributes in the NumericalData resource.
1.3.3	1.0.0	GSE	Item				Geocentric Solar Ecliptic - A coordinate system where the X axis is from Earth to Sun. Z axis is normal to the ecliptic, positive northward. See Russell, 1971.
1.3.3	1.0.0	GSEQ	Item				Geocentric Solar Equatorial - A coordinate system where the X axis is from Earth to Sun. Y axis is parallel to solar equatorial plane. Z axis is positive northward. See Russell, 1971
1.3.3	1.0.0	GSM	Item				Geocentric Solar Magnetospheric - A coordinate system where the X axis is from Earth to Sun, Z axis is northward in a plane containing the X axis and the geomagnetic dipole axis. See Russell, 1971
1.3.3	1.2.1	Gyrofrequency	Item				The frequency with which a charged particle (as an electron) executes spiral gyrations in moving obliquely across a magnetic field
1.3.3	1.0.0	GZIP	Item				An open standard algorithm distributed by GHU based on LZ77 and Huffman coding. See <http://www.gnu.org/software/gzip/gzip.html> or <http://www.gzip.org/>
1.3.3	1.2.1	H-alpha	Item				A spectrum with a wavelength range centered at 656.3 nm. VSO nickname: H-alpha image with a spectrum range of of 655.8 nm to 656.8 nm.
1.3.3	1.0.0	HAE	Item				Heliocentric Aries Ecliptic - A coordinate system where the Z axis is normal to the ecliptic plane, positive northward. X axis is positive towards the first point of Aries (from Earth to Sun at vernal equinox). Same as SE below. See Hapgood, 1992.
1.3.3	1.0.0	Hard X-rays	Item				Photons with a wavelength range: 0.001 to 0.1 nm
1.3.3	1.2.0	Hash Function	Enumeration	Hash Function			A function or algorithm that converts a digital data object into a hash value. Typically the hash value is small and concise when compared to the digital data object.
1.3.3	1.2.0	Hash Value	Text				The value calculated by a hash function, e.g. the message digest of a digital data object.
1.3.3	1.2.1	HCI	Item				Heliographic Carrington Inertial.
1.3.3	1.0.0	HDF	Item				Hierarchical Data Format
1.3.3	1.0.0	HDF 4	Item				Hierarchical Data Format, Version 4
1.3.3	1.0.0	HDF 5	Item				Hierarchical Data Format, Version 5
1.3.3	1.2.1	He-10830	Item				A spectrum with a wavelength range centered at 1082.9 nm. VSO nickname: He 10830 image with a range of 1082.5 nm to 1083.3 nm.
1.3.3	1.0.0	Heat Flux	Item				Flow of thermal energy through a gas or plasma; typically computed as third moment of a distribution function.
1.3.3	1.0.0	HEE	Item				Heliocentric Earth Ecliptic - A coordinate system where the Z axis is normal to the ecliptic plane, positive northward. X axis points from Sun to Earth. See Hapgood, 1992
1.3.3	1.0.0	HEEQ	Item				Heliocentric Earth Equatorial - A coordinate system where the Z axis is normal to the solar equatorial plane, positive northward. X axis is generally Earthward in the plane defined by the Z axis and the Sun-Earth direction. See Hapgood, 1992.
1.3.3	1.0.0	Heliosphere	Enumeration	Heliosphere			The solar atmosphere extending roughly from the outer corona to the edge of the solar plasma at the heliopause separating primarily solar plasma from interstellar plasma.
1.3.3	1.0.0	HG	Item				Heliographic - A heliocentric rotating coordinate system where the Z axis is normal to the solar equatorial plane, positive northward. X, Y axes rotate with a 25.38 day period. The zero longitude (X axis) is defined as the longitude that passed through the ascending node of the solar equator on the ecliptic plane on 1 January, 1854 at 12 UT. See <http://nssdc.gsfc.nasa.gov/space/helios/coor_des.html>
1.3.3	1.0.0	HGI	Item				Heliographic Inertial - A heliocentric coordinate system where the Z axis is normal to the solar equatorial plane, positive northward. X axis is along the intersection line between solar equatorial and ecliptic planes. The X axis was positive at SE longitude of 74.367 deg on Jan 1, 1900. (See SE below.) See <http://nssdc.gsfc.nasa.gov/space/helios/coor_des.html>
1.3.3	1.1.0	High	Numeric				The largest value within a range of possible values.
1.3.3	1.0.0	HTML	Item				A text file containing structured information represented in the HyperText Mark-up Language (HTML). See <http://www.w3.org/MarkUp/>
1.3.3	1.0.0	IDFS	Item				Instrument Data File Set (IDFS) is a set of files written in a prescribed format which contain data, timing data, and meta-data. IDFS was developed at Southwest Research Institute (SwRI).
1.3.3	1.0.0	IDL	Item				Interactive Data Language (IDL) save set. IDL is a proprietary format.
1.3.3	1.3.1	Image	Item				A two-dimenional representation of data with values at each element of the array related to an intensity or a color.
1.3.3	1.0.0	Image Intensity	Item				Measurements of the two-dimensional distribution of the intensity of photons from some region or object such as the Sun or the polar auroral regions; can be in any wavelength band, and polarized, etc.
1.3.3	1.0.0	Imager	Item				An instrument which samples the radiation from an area at one or more spectral ranges emitted or reflected by an object.
1.3.3	1.2.1	Imaging Spectrometer	Item				An instrument which is a multispectral scanner with a very large number of channels (64-256 channels) with very narrow band widths.
1.3.3	1.2.0	Index	Sequence				The location of an item in an array or vetor. An index can be multivalued to represent the location in a multidimensional object.
1.3.3	1.0.0	Information URL	Container				Attributes of the method of acquiring additional information.
1.3.3	1.0.0	Infrared	Item				Photons with a wavelength range: 760 to 1.00x10^6 nm
1.3.3	1.0.0	Inner	Item				The region of the heliosphere extending radially out from the "surface" of the Sun to 1 AU.
1.3.3	1.0.0	Input Resource ID	Text				The resource identifier for a resource which was used to generate this resource.
1.3.3	1.0.0	Instrument	Container				A device which is used to sense and parameterize a physical phenomenon.
1.3.3	1.0.0	Instrument ID	Text				The identifier of an Instrument resource.
1.3.3	1.2.0	Instrument Status	Item				A quantity directly related to the operation or function of an instrument.
1.3.3	1.0.0	Instrument Type	Enumeration	Instrument Type			A characterization of an integrated collection of software and hardware containing one or more sensors and associated controls used to produce data on an environment.
1.3.3	1.1.0	Integral	Item				The summation of values above a given threshold and over area or solid-angle range.
1.3.3	1.2.1	Interferometer	Item				An instrument which measures the difference between two or more waves.
1.3.3	1.0.0	Interior	Item				The region inside the body which is not visible from outside the body.
1.3.3	1.0.0	Interplanetary Shock	Item				A shock propagating generally antisunward through the slower solar wind, often seen in front of CME-associated plasma clouds.
1.3.3	1.3.2	Interstellar	Item				The region between stars outside of the star's heliopause.
1.3.3	1.0.0	Investigation Name	Text				The name given to the contract or engagement which enabled the data to be produced. Each investigation is associated with a Principal Investigator or Guest Investigator who was responsible for the original proposal.  For single PI missions each major subsystem having its own identified Team Leader may also be classed as an "Investigation" for the purposes of data archiving.
1.3.3	1.0.0	Ion	Item				An atom that has acquired a net electric charge by gaining or losing one or more electrons.(Note: Z>2)
1.3.3	1.0.0	Ion Composition	Item				In situ measurements of the relative flux or density of electrically charged particles in the space environment. May give simple fluxes, but full distribution functions are sometimes measured.
1.3.3	1.3.1	Ion Drift	Item				A device which measures the current produced by the displacement of ambient ions on a grid, thereby allowing the determination of the ion trajectory and velocity.
1.3.3	1.1.0	Ionosphere	Enumeration	Ionosphere			The charged or ionized gases surrounding a body that are nominally bound to the body by virtue of the gravitational attraction..
1.3.3	1.0.0	Irradiance	Item				A radiometric term for the power of electromagnetic radiation at a surface, per unit area. "Irradiance" is used when the electromagnetic radiation is incident on the surface. The SI unit of irradiance is watts per square meter (W·m-2).
1.3.3	1.1.0	J2000	Item				An astronomical coordinate system which uses the mean equator and equinox of Julian date 2451545.0 TT (Terrestrial Time), or January 1, 2000, noon TT. (aka J2000) to define a celestial reference frame.
1.3.3	1.0.0	JPEG	Item				A binary format for still images defined by the Joint Photographic Experts Group
1.3.3	1.2.0	Jupiter	Item				The fifth planet from the sun in our solar system.
1.3.3	1.2.1	K-7699	Item				A spectrum with a wavelength range centerd at 769.9 nm. VSO nickname: K-7699 dopplergram with a range of 769.8 nm to 770.0 nm.
1.3.3	1.0.0	Keyword	Text				A word or phrase that is relevant to the resource but does not exist in other documentary information.
1.3.3	1.0.0	Langmuir Probe	Item				A monopole antenna associated with an instrument. The instrument applies a potential to the antenna which is swept to determine the voltage/current characteristic. This provides information about the plasma surrounding the probe and spacecraft.
1.3.3	1.3.0	Language	Text				The two character indicator of language selected from the ISO 630-1 codes for the representation of names of languages.
1.3.3	1.2.0	Latitude	Numeric				The location of a place on Earth specified as an angle east (positive) or west (negative) of a north-south line called the Prime Meridian defined by the coordinate system in use.
1.3.3	1.3.1	Layout	Item				The structured arrangement of items in a colleciton.
1.3.3	1.0.0	LGM	Item				Local Geomagnetic - A coordinate system used mainly for Earth surface or near Earth surface magnetic field data. X axis northward from observation point in a geographic meridian. Z axis downward towards Earth's center. In this system, H (total horizontal component) = SQRT (Bx**2 + By**2) and D (declination angle) = arctan (By/Bx)
1.3.3	1.0.0	Line Depth	Item				In spectra, a measure of the amount of absorption for a particular wavelength or frequency in the spectrum
1.3.3	1.0.0	Line-of-Sight	Item				The line of sight is the line that connects the observer with the observed object. This expression is often used with measurements of Doppler velocity and magnetic field in magnetograms, where only the component of the vector field directed along the line of sight is measured.
1.3.3	1.0.0	Linear	Item				1) Intervals which are equally spaced. 2) Relative to polarization, confinement of the E-field vector to a given plane
1.3.3	1.2.0	Location	Container				A position in space definable by a regional referencing system and geographic coordinates.
1.3.3	1.3.1	Log	Item				Intervals which are spaced proportionally to the logarithms of the values being represented.
